Date,Close,High,Low,Open,Volume,daily_return_pct,ma_20,ma_50
2026-02-03,268.98028564453125,271.3758289780004,267.11372779647115,268.70080609664296,64394700,-0.19629088916998105,257.2325866699219,267.86732604980466
2026-02-04,275.97723388671875,278.432693698261,271.7850411492978,271.7850411492978,90545700,2.601286642781786,257.93777618408205,268.0717456054688
2026-02-05,275.3983459472656,278.98168486317746,272.72332314901723,277.6142303156022,52977400,-0.2097593092373451,258.71533355712893,268.1599822998047
2026-02-06,277.6042175292969,280.3890519626743,276.4164219647768,276.6060720438839,50453400,0.8009748840153375,259.6675628662109,268.2039001464844
2026-02-09,274.3672180175781,277.9439398399519,271.4499228389202,277.6541982366954,44623400,-1.166048390953256,260.44147338867185,268.16211669921876
2026-02-10,273.4280700683594,275.11651686144285,272.68876099546605,274.6369782150198,34376900,-0.3422959769044165,261.12450714111327,268.0899725341797
2026-02-11,275.24639892578125,279.92208361183503,274.1973776592452,274.44714753122867,51931300,0.6650117732854843,261.85853271484376,268.0282427978516
2026-02-12,261.4891052246094,275.46621856633783,259.94051360693726,275.3363333447182,81077200,-4.998173910671744,261.95909271240237,267.6065246582031
2026-02-13,255.5445556640625,261.9886306947134,255.21485759663088,261.7688319830923,56290700,-2.2733450234726726,261.84976348876955,267.00423034667966
2026-02-17,263.6371154785156,266.0449008431299,255.30478047881587,257.8124646511843,58469100,3.1667901487565153,262.27881240844727,266.60451171875
2026-02-18,264.106689453125,266.57441720150126,262.20844437502524,263.35737977838915,34203300,0.17811375828364895,263.172021484375,266.283056640625
2026-02-19,260.3401184082031,264.2365527856389,259.81060750150084,262.35827847824623,30845300,-1.4261551090285374,263.82948989868163,265.92459899902343
2026-02-20,264.3364562988281,264.5063132392292,257.9223826043077,258.73163460792017,42070500,1.5350449692731916,264.65184020996094,265.66383483886716
2026-02-23,265.9349670410156,269.1819753311392,263.13755670993424,263.24744081710827,37308200,0.6047257970275721,265.56958770751953,265.44921508789065
2026-02-24,271.8895263671875,274.6369951599546,267.46358073991865,267.61343657617186,47014600,2.239103564464129,266.41724624633787,265.3217456054688
2026-02-25,273.97760009765625,274.6869380517792,270.8005039088116,271.5298429675081,33714300,0.7679860855135612,267.2265754699707,265.2510095214844
2026-02-26,272.6987609863281,275.8558253670768,270.55071567552415,274.6969199809464,32345100,-0.46676776162442035,268.06329040527345,265.1497058105469
2026-02-27,263.93682861328125,272.5588900215503,262.6480379442022,272.5588900215503,72366500,-3.213044438249635,268.3700805664063,264.9564093017578
2026-03-02,264.476318359375,266.2846497598317,259.960490133898,262.16844722421786,41827900,0.20440108677830526,268.64395599365236,264.7639208984375
2026-03-03,263.5072326660156,265.31556422164516,259.8905695547566,263.23749216234586,38568900,-0.3664168116717992,268.3438522338867,264.60734802246094
2026-03-04,262.2783508300781,265.9050144519466,261.179387723623,264.4063951364299,39803100,-0.46635601744375865,268.0087554931641,264.4192102050781
2026-03-05,260.0504150390625,261.3192350446657,257.01320478174756,260.54995479568396,49658600,-0.8494547048829904,267.21241455078126,264.15696838378904
2026-03-06,257.2229919433594,258.53178361058343,254.13584003818684,258.39192833924307,41120000,-1.087259597443213,266.30364685058595,263.8920782470703
2026-03-09,259.6407775878906,260.9095975388004,253.44647267699952,255.45463216869055,38218500,0.9399570490431275,265.4054748535156,263.6477954101563
2026-03-10,260.58990478515625,262.2384104290217,256.71350175461305,257.4128391437035,30590800,0.36555398041986376,264.7166091918945,263.39354919433595
2026-03-11,260.5699157714844,261.888707997661,259.3110658747261,260.8496568052655,26218900,-0.007670678451010549,264.0737014770508,263.1470880126953
2026-03-12,255.52456665039062,258.71164792954545,253.94601921584928,258.4219063383753,40794000,-1.936274610273292,263.0876098632813,262.7925323486328
2026-03-13,249.8897705078125,256.0940459350445,249.29033192864068,255.24483747003174,36930000,-2.2051876328148423,262.5076431274414,262.3388562011719
2026-03-16,252.58729553222656,253.6563027081548,249.6499992581203,251.87794235419486,32074200,1.0794859745288043,262.3597801208496,261.96348541259766
2026-03-17,253.99598693847656,254.89516767044782,251.94787083452104,252.72716690012706,32361600,0.5577047742174601,261.87772369384766,261.6332568359375
2026-03-18,249.70994567871094,254.70534343896443,248.7708084606242,252.3974721128864,35757900,-1.6874444795081711,261.15788650512695,261.29216827392577
2026-03-19,248.73085021972656,251.5982036354298,247.0723745163624,249.17043241392184,34864100,-0.3920930967820313,260.5774230957031,261.02931640625
2026-03-20,247.76173400878906,248.97061168291066,245.77356028907465,247.7517334570195,88331100,-0.38962445152316283,259.74868698120116,260.78760711669923
2026-03-23,251.25851440429688,254.3656523266213,250.0496214753341,253.73622734962268,40546100,1.4113480475494988,259.0148643493652,260.641584777832
2026-03-24,251.4083709716797,254.5954370944537,249.32029842391177,250.1195650925759,45152300,0.059642383756863815,257.99080657958984,260.4919720458984
2026-03-25,252.38746643066406,254.76528059453105,251.3684162845015,253.86611511385965,28476700,0.3894442556547473,256.9112998962402,260.3443734741211
2026-03-26,252.6572265625,256.76344411909713,250.53918279672283,251.88793104116345,41796700,0.10688333127273353,255.90922317504882,260.18620025634766
2026-03-27,248.57098388671875,255.2548282141602,247.8416601166152,253.666280215245,47900000,-1.6173068672430957,255.14093093872071,259.96806182861326
2026-03-30,246.40298461914062,250.63907198816298,245.28400520065438,249.83982057534305,39446200,-0.8721851736991693,254.23726425170898,259.7414987182617
2026-03-31,253.55638122558594,255.24482803058763,246.87255213324852,247.6818040942864,49598100,2.9031290418426448,253.7397216796875,259.71150360107424
2026-04-01,255.3946990966797,255.94418062939917,253.096813183035,253.8461228128272,40059400,0.7250134515282447,253.3955390930176,259.8945474243164
